id,company_id,phone_num
2f46e978-0c68-4457-b135-5c58acba4ae4,022bc94e-6917-43f4-93b0-61961686f0c0,472-892-3109
6be5d5a0-08d6-4e1d-8c07-6840399b13b0,d9bbd0b9-37b4-41f8-9cbf-d785501c5257,557-781-1872
5d9c3e91-fbec-4a07-a085-b1f87446099d,9c6bcaf0-f27c-4802-a4ca-2f5b5fe0e569,955-382-9302
e41e6f0f-c481-4b0d-9b38-566db70e7326,841395c6-c584-4cf1-8d21-60114a50dac1,965-428-9051
2b3fdb4b-7be8-4ec1-bb20-a0e0ee76af7e,642c09e2-ed92-4bc4-8d6a-84e38413e408,712-205-5852
e1c97cd0-7dac-4461-9c4c-0219f63c9201,df123460-04da-48c2-b4f5-777158c77ff8,909-361-7265
55f7e864-946b-415d-8865-63f86adf1e1f,452dfb07-41be-4136-82c3-f440e10d66dc,128-845-1664
3cb9182d-b3d8-404f-80db-d4c798b593fb,4d56e9d2-7133-47c4-bbaf-34d2a62c80ce,470-890-7524
808685ab-a45e-439b-888c-d3174a1394f6,d0db8659-e59c-4cdc-a3ad-27ca7a51a34c,752-245-7009
8af94a76-8948-4a22-b638-432c2c0aa4f4,006adc2c-8b84-4276-a509-fa10fc0747cd,985-129-6316
9cd65531-b45a-45fc-8e56-babbab3a23de,022bc94e-6917-43f4-93b0-61961686f0c0,346-144-5462
89712b2a-c785-47fe-9ec2-63d93b2f71e3,d9bbd0b9-37b4-41f8-9cbf-d785501c5257,317-351-9571
a9eef76f-f154-4b23-88b6-5467c0fca607,9c6bcaf0-f27c-4802-a4ca-2f5b5fe0e569,448-325-7156
9083186f-6faf-4530-b98f-7ebcea5722ff,841395c6-c584-4cf1-8d21-60114a50dac1,123-620-1725
82881bc5-7140-44bf-90cc-1900a5a45634,642c09e2-ed92-4bc4-8d6a-84e38413e408,961-359-2778
a54256bf-7437-429c-8030-580aa1e688ee,df123460-04da-48c2-b4f5-777158c77ff8,647-108-2064
ddb43ef5-9a23-49fb-a08e-65f7becbfc71,452dfb07-41be-4136-82c3-f440e10d66dc,873-376-1312
00804a1b-fba4-418b-a650-d48513ff689c,4d56e9d2-7133-47c4-bbaf-34d2a62c80ce,651-594-8577
1c43f3e8-9723-4887-84bf-c1a70b419268,d0db8659-e59c-4cdc-a3ad-27ca7a51a34c,177-790-5632
1c196956-14f5-4c1a-ab6c-7b191fb3edd8,006adc2c-8b84-4276-a509-fa10fc0747cd,563-351-0508
9704bdf7-d65b-4080-802d-0fecd763b68c,022bc94e-6917-43f4-93b0-61961686f0c0,361-249-7230
a27a9311-8894-45b9-9c46-f087b1f6437a,d9bbd0b9-37b4-41f8-9cbf-d785501c5257,593-333-3768
1028b7b5-4983-4dfd-8d89-767b18e6212a,9c6bcaf0-f27c-4802-a4ca-2f5b5fe0e569,163-256-3002
07848708-fb37-4a5d-835d-c881daf2b74c,841395c6-c584-4cf1-8d21-60114a50dac1,266-920-1627
e312c7a8-ee12-4aa3-8d36-02afffcaa794,642c09e2-ed92-4bc4-8d6a-84e38413e408,531-910-7505
65d64aa2-3676-4089-97e4-cef37585b91c,df123460-04da-48c2-b4f5-777158c77ff8,231-654-8170
25f8e226-0f78-4e3f-97fc-7ea319788cb1,452dfb07-41be-4136-82c3-f440e10d66dc,563-898-8774
fbfbee33-e611-4eca-9e16-cf16c856faa6,4d56e9d2-7133-47c4-bbaf-34d2a62c80ce,779-917-6505
2ae8f56e-4b62-4123-a1e6-b8d3cf9347f2,d0db8659-e59c-4cdc-a3ad-27ca7a51a34c,291-993-8347
d732efba-1606-4c30-b340-b86ee12ed80e,006adc2c-8b84-4276-a509-fa10fc0747cd,182-758-3720
58e83516-77fe-4403-b321-bf33a7ed302e,022bc94e-6917-43f4-93b0-61961686f0c0,622-830-8952
427a8d88-2b81-4495-8a55-c480cb735e7b,d9bbd0b9-37b4-41f8-9cbf-d785501c5257,227-587-9621
4e3758ee-aef2-4519-b3e6-0eae406a6fb7,9c6bcaf0-f27c-4802-a4ca-2f5b5fe0e569,482-498-6211
37dac1bc-9e77-44d5-9d57-99c72ea9e104,841395c6-c584-4cf1-8d21-60114a50dac1,388-335-8609
b67254ce-54df-4f8e-ae1c-d49e3d2364e1,642c09e2-ed92-4bc4-8d6a-84e38413e408,322-961-1536
62fd50b1-6321-4517-995b-96f1f790e6e5,df123460-04da-48c2-b4f5-777158c77ff8,619-801-2143
f0b9ad60-7c26-4d71-afe4-85445019639d,452dfb07-41be-4136-82c3-f440e10d66dc,146-578-7312
8768e5e9-28a5-4def-9d1b-78ad280b5d52,4d56e9d2-7133-47c4-bbaf-34d2a62c80ce,767-496-8346
4da92f4b-f7d1-40fb-b365-a49998d8ca18,d0db8659-e59c-4cdc-a3ad-27ca7a51a34c,428-362-9266
235b7815-fd15-45cd-a6ea-62770fae22f2,006adc2c-8b84-4276-a509-fa10fc0747cd,692-559-3916
af9f72e9-879a-4879-afe8-8d0c3ae43967,022bc94e-6917-43f4-93b0-61961686f0c0,485-731-1760
